System ID,Firstnames,Lastname,Known As,Title,Post Nominals,Person Corporate Type,Record Type,Role,Gender
5941,Mary,Edmond,Mary,,,,Person,"Production Person (pri & sec), Production Person (primary)",
6910,Mary C. A.,Edmond,Mary,,,Individual,Person,"Production Person (pri & sec), Production Person (pri & sec) : Artist, Production Person (primary), Production Person (primary) : Artist",
7573,Moira A,Edmondston,Moira,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Female
7967,Henry,Edridge,,,,Individual,Person,"Production Person (pri & sec) : Draughtsman/designer and Publisher, Production Person (secondary) : Draughtsman/designer and Publisher",Male
6830,,Edward A. Gage or Valerie A. Cockburn (Gage),,,,Business,Corporate,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
6106,Alexander,Edward,,,,Individual,Person,"Production Person (pri & sec) : Author, Production Person (primary) : Author",
6274,Mary,Edward,Mary,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
8231,William Henry,Egleton,W. H.,,,Individual,Person,"Production Person (pri & sec) : Engraver, Production Person (primary) : Engraver",
7784,Johann Conrad,Eichler,,,,Individual,Person,"Production Person (pri & sec) : Painter, Production Person (secondary) : Painter",
8243,Carl O,Ekevall,,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
6318,,Ekwall,,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
881,Thomas,Elder,,,,,Person,Subject Person : Sitter,Male
4042,John Clerk,Eldin,John,Lord,,Individual,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist, Subject Person",Male
6478,Kerys,Ellery,Kerys,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
7584,Roger,Elliot,Roger,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Male
920,Daniel,Ellis,Daniel,M.D. F.R.S.E.,,Individual,Person,Subject Person : Sitter,Male
5990,Irene,Ellis,Irene,,,,Person,"Production Person (pri & sec), Production Person (pri & sec) : Artist, Production Person (primary), Production Person (primary) : Artist",
317,Rod,Else,,,,Individual,,,
6929,Betty,Elston,Betty,,,Individual,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
513,George,Engleheart,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Male
339,Jacob,Epstein,,,,Individual,,"Production Person (pri & sec), Production Person (primary)",Male
57,Max,Ernst,,,,Individual,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
6995,James,Erskine,,Lieutenant-General Sir,3rd Baronet of Torrie,,Person,Provenance Person,Male
6043,Sybil,Erskine,Sybil,,,,Person,"Production Person (pri & sec), Production Person (primary)",
8918,Daniela Lara,Espinoza,Daniela,,,,Person,"Production Person (pri & sec) : Maker, Production Person (primary) : Maker",
6483,R.,Euman,R.,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
6841,Robert,Euman,Robert,,,Individual,Person,"Production Person (pri & sec), Production Person (pri & sec) : Artist, Production Person (primary), Production Person (primary) : Artist",
329,David,Evans,,,,Individual,,"Production Person (pri & sec), Production Person (primary)",
7659,William,Evans,,,,Individual,Person,"Production Person (pri & sec) : Copyist, Production Person (pri & sec) : Draughtsman, Production Person (secondary) : Copyist, Production Person (secondary) : Draughtsman",
6284,David,Ewans,David,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
327,David S,Ewart,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Male
7102,James Alfred,Ewing,Alfred,,KCB FRS FRSE MInstitCE,Individual,Person,Subject Person : Sitter,Male
7927,Ezekiel Abraham,Ezekiel,,,,Individual,Person,"Production Person (pri & sec) : Draughtsman and engraver, Production Person (primary) : Draughtsman and engraver",
689,John,Faber,John,,,Individual,,"Production Person (pri & sec) : Engraver, Production Person (primary) : Engraver",Male
8089,John,Faber,,,the elder,Individual,Person,"Production Person (pri & sec) : Printmaker, Production Person (primary) : Printmaker",Male
8092,John,Faber,,,the younger,Individual,Person,"Production Person (pri & sec) : Engraver, Production Person (primary) : Engraver",
8579,Georg Sigmund,Facius,,,,,Person,"Production Person (pri & sec) : Engraver, Production Person (primary) : Engraver",
7908,Johann Gottlieb,Facius,,,,Individual,Person,"Production Person (pri & sec) : Engraver, Production Person (primary) : Engraver",
7381,Nicholas Hardwick,Fairbairn,Nicholas,Sir,QC,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Male
6467,Jane,Fairclough,Jane,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
931,Violet,Fairgreave Barrowman,Violet,Mrs,,Individual,Person,Subject Person : Sitter,Female
6531,Catherine,Fairgrieve,,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
6340,James,Fairgrieve,James,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
6875,James H.,Fairgrieve,James,,,Individual,Person,"Production Person (pri & sec), Production Person (pri & sec) : Artist, Production Person (primary), Production Person (primary) : Artist",
6917,Alistair,Fairweather,,,,Individual,Person,"Production Person (pri & sec), Production Person (pri & sec) : Artist, Production Person (primary), Production Person (primary) : Artist",
8086,William,Faithorne,,,the elder,Individual,Person,"Production Person (pri & sec) : Draughtsman and engraver, Production Person (pri & sec) : Printmaker and printseller, Production Person (pri & sec) : Engraver, Production Person (primary) : Draughtsman and engraver, Production Person (primary) : Printmaker and printseller, Production Person (primary) : Engraver",Male
8087,William,Faithorne,,,,Individual,Person,"Production Person (pri & sec) : Draughtsman, Production Person (secondary) : Draughtsman",
801,Fernando,Farulli,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Male
8168,C.,Faucci,,,,Individual,Person,"Production Person (pri & sec) : Engraver, Production Person (primary) : Engraver",
7050,Jean,Fayrer,Jean,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
6507,Paul,Feiler,Paul,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Male
93,Tivadar (Theodore),Feledi,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Male
607,Thomas,Fenwick,Thomas,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
900,Adam,Ferguson,,,,,Person,"Production Person (pri & sec) : Recipient, Production Person (secondary) : Recipient, Subject Person, Subject Person : Sitter",Male
7225,Betty  M.,Ferguson,Betty,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
6944,Gary,Ferguson,Gary,,,Individual,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
7218,James T.,Ferguson,James,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
126,William,Ferguson,,,,Individual,,"Production Person (pri & sec), Production Person (primary)",
375,Roberto Gonzalez,Fernandez,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
53,George,Fiddes Watt,,,,,Person,"Production Person (pri & sec), Production Person (pri & sec) : Artist, Production Person (primary), Production Person (primary) : Artist",
7923,Henry,Field,,,,Individual,Person,Subject Person : Sitter,
6562,Nicholas,File,Nicholas,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
527,Gordon,Findlater,,,,Individual,,,
3798,Alec,Finlay,,,,Individual,Person,"Production Person (pri & sec) : Poet, Production Person (primary) : Poet",
778,Ian Hamilton,Finlay,,,,Individual,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
617,John,Finlayson,,,,Individual,,"Production Person (pri & sec) : Etcher, Production Person (pri & sec) : Engraver, Production Person (primary) : Etcher, Production Person (primary) : Engraver",
6336,,Firth,,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
516,Helen,Firth,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
6574,Rebecca,Firth,Rebecca,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
8174,E.,Fisher,,,,Individual,Person,"Production Person (pri & sec) : Engraver, Production Person (primary) : Engraver",
7628,Edward,Fisher,,,,Individual,Person,"Production Person (pri & sec) : Engraver, Production Person (primary) : Engraver",Male
7630,Edward,Fisher,,,,Individual,Person,"Production Person (pri & sec) : Engraver, Production Person (primary) : Engraver",Male
6460,Hilary A.,Fisher,,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
542,James,Fittler,,,,Individual,,"Production Person (pri & sec) : Copyist, Production Person (pri & sec) : Engraver, Production Person (primary) : Copyist, Production Person (primary) : Engraver",Male
7935,James,Fittler,,,,Individual,Person,"Production Person (pri & sec) : Engraver and Publisher/printseller, Production Person (primary) : Engraver and Publisher/printseller",
6602,Breda,Flanagan,Breda,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Female
6621,Moyna,Flannigan,Moyna,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Female
6358,Alastair,Flattely,Alastair,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
6936,Alistair F.,Flattely,Alistair,,,Individual,Person,"Production Person (pri & sec), Production Person (pri & sec) : Artist, Production Person (primary), Production Person (primary) : Artist",
224,John,Flaxman,,,,Individual,,"Production Person (pri & sec) : Sculptor, Production Person (primary) : Sculptor, Subject Person",Male
8189,J.C.,Fleischmann,,,,Individual,Person,"Production Person (pri & sec) : Engraver, Production Person (primary) : Engraver",Male
6429,Eric,Fleming,Eric,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
297,Ian,Fleming,,,,Individual,,"Production Person (pri & sec), Production Person (primary)",
6973,James,Fleming,,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
6974,Jimmy,Fleming,,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
498,John,Fleming,,,,Individual,,"Production Person (pri & sec), Production Person (pri & sec) : Artist, Production Person (primary), Production Person (primary) : Artist",
1531,Andrew,Fletcher,Andrew,"Lord Milton, Lord Justice Clerk",,,Person,"Subject Person, Subject Person : Sitter",Male
8479,Lisa,Flett,Lisa,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
8897,Sheila,Flinn,Sheila,,,Individual,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
1519,Robert,Flint,,"DD, LLD, FBA",,Individual,Person,Subject Person : Sitter,
6504,Richard,Florsheim,Richard,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Male
7686,Robert,Fludd,,,,Individual,Person,Subject Person : Sitter,Male
619,David,Foggie,,,,Individual,,"Production Person (pri & sec), Production Person (pri & sec) : Artist, Production Person (primary), Production Person (primary) : Artist",
7891,Jesse,Foot,,,,Individual,Person,Subject Person : Sitter,Male
6044,Ann,Forbes,Ann,,,,Person,"Production Person (pri & sec), Production Person (primary)",
269,Edward,Forbes,,Prof,"FRS, FGS",Individual,,"Production Person (pri & sec), Production Person (primary), Subject Person : Sitter",Male
8018,John,Forbes,,Sir,,Individual,Person,Subject Person : Sitter,
77,Phillipa,Forbes,,,,Individual,,"Production Person (pri & sec), Production Person (primary)",
6850,Ronald D.,Forbes,Ronald,,,Individual,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Male
81,Vivian,Forbes,,,,Individual,,"Production Person (pri & sec), Production Person (primary)",
8926,Emily,Ford Halliday,Emily,,,,Person,"Production Person (pri & sec) : Maker, Production Person (primary) : Maker",
6951,,Forde,,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
6915,Helen G. S,Forde,Helen,,,Individual,Person,"Production Person (pri & sec), Production Person (pri & sec) : Artist, Production Person (primary), Production Person (primary) : Artist",
6278,D,Forest,D,,,,Person,"Production Person (pri & sec) : possibly, Production Person (primary) : possibly",
7217,,Forrest,,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
7195,Eric,Forrest,Eric,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
270,Jill,Forrest,,,,Individual,Person,"Production Person : Creator, Approved by, Organizer, Approved by, Registrar in Charge, Cataloguer, Condition Person, Classifier, Deaccession Authoriser, Loc'n Authoriser, Loc'n Mover, Current Owner, Researcher, Valuation Person",Female
7196,Norma,Forrest,Norma,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
1095,Robert Smith,Forrest,Robert Smith,,,Individual,,"Production Person (pri & sec) : Etcher, Production Person (primary) : Etcher, Production Person (secondary) : Etcher",Male
8921,Katie,Forrest-Smith,Katie,,,,Person,"Production Person (pri & sec) : Maker, Production Person (primary) : Maker",
6327,Robin,Forrester,Robin,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
8091,Thomas,Forster,,,,Individual,Person,"Production Person (pri & sec) : Draughtsman, Production Person (secondary) : Draughtsman",
5864,Davy,Forsyth,Davy,,,,Person,"Production Person (pri & sec) : Sculptor, Production Person (primary) : Sculptor",Male
6931,Irene M.,Fotheringham,Irene,,,Individual,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
8136,Pierre,Fourdrinier,,,,Individual,Person,"Production Person (pri & sec) : Engraver, Production Person (primary) : Engraver",
8885,Mallory,Fowler,Mallory,Ms,,,Person,Cataloguer,Female
8266,,Framework,,,,,Corporate,History Location External,
6986,Ainsley,Francis,Ainsley,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
259,Alexander,Fraser,,,,Individual,,"Production Person (pri & sec), Production Person (primary)",
6281,Edith,Fraser,Edith,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
6493,James M.,Fraser,Jim,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Male
6273,Jean,Fraser,Jean,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
5298,John,Fraser,,,,Individual,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
6299,Robert,Fraser,Robert,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
918,William,Fraser,William,Sir,,Individual,Person,Subject Person : Sitter,Male
6498,David,Freed,David,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
734,Charles,Freegrove-Winger,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
7769,John,Freind,,,,Individual,Person,Subject Person : Sitter,Male
8137,John,Freke,,,,Individual,Person,Subject Person : Sitter,Male
553,Elizabeth,Frink,,,,Individual,,"Production Person (pri & sec), Production Person (primary)",
532,Terry,Frost,,Sir,,Individual,,"Production Person (pri & sec), Production Person (primary)",
7742,Thomas,Fuller,,,,Individual,Person,Subject Person : Sitter,Male
8387,William G.H.,Fulton,William,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
47,Paul,Furneaux,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
7376,John,Furnival,,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
427,Hideo,Furuta,,,,Individual,,"Production Person (pri & sec), Production Person (pri & sec) : Sculptor, Production Person (primary), Production Person (primary) : Sculptor",Male
7397,,G Paul & Sons,,,,,Corporate,"Production Person (pri & sec) : sculpture workshop, Production Person (primary) : sculpture workshop",
180,Edward A.,Gage,Edward,,,Individual,,"Production Person (pri & sec), Production Person (pri & sec) : possibly, Production Person (pri & sec) : Artist, Production Person (primary), Production Person (primary) : possibly, Production Person (primary) : Artist",Male
7843,Thomas,Gainsborough,,,,Individual,Person,"Production Person (pri & sec) : Painter, Production Person (secondary) : Painter",
6664,Madelane,Galloway,,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
8388,Madelene R,Galloway,,,,,Person,"Production Person (pri & sec), Production Person (pri & sec) : Artist, Production Person (primary), Production Person (primary) : Artist",
8475,Matt,Gamber,Matt,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
6587,D.,Ganley,D.,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
6571,Jo,Ganter,Jo,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Female
6556,Maria,Garbolewska,Maria,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
7532,Sandy,Gardener,,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
8443,Rachel,Garguilo,Rachel,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
8047,Hippolyte-Louis,Garnier,,,,Individual,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
3028,George Hervey,Garraway,George,,,,Person,"Production Person (pri & sec) : Copyist, Production Person (primary) : Copyist",
7753,Samuel,Garth,,Sir,,Individual,Person,Subject Person : Sitter,
8138,,Gasparis,,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
8943,Jessica,Gasson,Jessica,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist, Researcher",
5936,James C. Y.,Gavin,James,,,,Person,"Production Person (pri & sec), Production Person (pri & sec) : Artist, Production Person (primary), Production Person (primary) : Artist",
8139,Richard,Gaywood,,,,Individual,Person,"Production Person (pri & sec) : Engraver, Production Person (primary) : Engraver",Male
594,William,Gear,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Male
1109,Andrew,Geddes,,,,Individual,,"Production Person (pri & sec) : Painter, Production Person (pri & sec) : Artist, Production Person (pri & sec) : attributed to, Production Person (primary) : Painter, Production Person (primary) : Artist, Production Person (primary) : attributed to",
8010,Andrew,Geddes,,,,Individual,Person,"Production Person (pri & sec) : Painter, Production Person (secondary) : Painter",
448,Walter,Geikie,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
8843,Murray,Gell-man,Murray,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Male
98,William Overend,Geller,,,,Individual,,"Production Person (pri & sec) : Copyist, Production Person (primary) : Copyist",Male
7660,François,Gérard,,Baron,,Individual,Person,"Production Person (pri & sec) : Painter, Production Person (secondary) : Painter",
7631,Dimitry Gerasimov,Gerasimovich,,,,Individual,Person,"Production Person (pri & sec) : Engraver, Production Person (primary) : Engraver",
7684,Jacques de,Gheyn,,,II,Individual,Person,"Production Person (pri & sec) : Draughtsman, Production Person (secondary) : Draughtsman",
510,Giovanni,Ghisolfi  (signed with a monogram I.S.),,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Male
723,Giovanni,Ghisolfi,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
8254,,"Giambologna, Workshop of",,,,,Corporate,"Production Person (pri & sec), Production Person (primary)",
7021,,Gibbs,,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
7006,Helen,Gibbs,,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
6427,David,Giblin,David,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
6291,Catherine M,Gibson,Catherine,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
6527,Susan,Gierasik,Susan,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
1112,John,Gilbert,,,,Individual,,"Production Person (pri & sec), Production Person (pri & sec) : Artist, Production Person (primary), Production Person (primary) : Artist",
8033,John Graham,Gilbert,,,,Individual,Person,"Production Person (pri & sec) : Painter, Production Person (secondary) : Painter",
7555,Sheila M,Gilchrist,Sheila,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Female
6280,Ursula,Giles,Ursula,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
6384,Lynda,Gilland,Lynda,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
7661,Thomas,Gillespie,,,,Individual,Person,Subject Person : Sitter,
6864,Linda,Gilliard,Linda,,,Individual,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
7031,Emma,Gillies,Emma,,,,Person,"Production Person (pri & sec) : Sculptor, Production Person (pri & sec) : Artist, Production Person (primary) : Sculptor, Production Person (primary) : Artist",Female
1622,John,Gillies,John,Dr,"MB ChB, FFARCS, DA(RCP&S), FRCSEd",,Person,Subject Person : Sitter,Male
119,William George,Gillies,,Sir,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Male
8889,Melanie,Gilligan,Melanie,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
6334,William,Gillon,William,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
7926,James,Gillray,,,,Individual,Person,"Production Person (pri & sec) : Etcher, Production Person (primary) : Etcher",
8471,Ann Marie,Gilmore,Ann Marie,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
8472,William,Gilmore,William,Prof,,,Person,"Depositor, Acquisition Source : donor",
8462,Tadas,Gindrenas,Tadas,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
6425,Paul,Gladston,Paul,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
7503,,Glasgow Print Studio,,,,,Corporate,"Production Person (pri & sec) : Manufacturer, Production Person (primary) : Manufacturer",
7809,Thomas,Glass,,,,Individual,Person,Subject Person : Sitter,
323,Elspeth,Glen (Harley)- grand-daughter of Robert Glen,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist, Acquisition Source : donor",
2467,George,Glen,George,,,Individual,Person,"Production Person (pri & sec), Production Person (pri & sec) : Possible maker, Production Person (pri & sec) : Artist, Production Person (primary), Production Person (primary) : Possible maker, Production Person (primary) : Artist",
6836,George M.,Glen,George,,,Individual,Person,"Production Person (pri & sec), Production Person (pri & sec) : Artist, Production Person (primary), Production Person (primary) : Artist",
318,Graham,Glen,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
8072,Francis,Glisson,,,,Individual,Person,Subject Person : Sitter,
113,Jenie,Glover,,,,Individual,,Current Owner,
7525,Joseph,Glover,Joseph,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
7830,Robert,Glynn,,,,Individual,Person,Subject Person : Sitter,
175,Henri,Goetz,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
6500,Milton,Goldstein,Milton,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
7749,Jacob,Gole,,,,Individual,Person,"Production Person (pri & sec) : Engraver, Production Person (primary) : Engraver",
7043,James,Goodall,James,,,,Person,"Production Person (pri & sec), Production Person (pri & sec) : Artist, Production Person (primary), Production Person (primary) : Artist",
3566,John,Goodsir,John,Prof,"FRS, FRSE, MWS",Individual,Person,Subject Person : Sitter,Male
509,Cora Josephine,Gordon,Cora,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist, Related Person : Wife",Female
6039,Douglas,Gordon,Douglas,,,,Person,"Production Person (pri & sec), Production Person (pri & sec) : Artist, Production Person (primary), Production Person (primary) : Artist",
6650,Godfrey Jervis,Gordon,Jan,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist, Related Person : Husband",Male
7295,Henry,Gordon,Henry,,,,Person,"Production Person (pri & sec) : possibly, Production Person (primary) : possibly",Male
3276,James,Gordon,James,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
168,John Watson,Gordon,John Watson,Sir,"PRSA, RA",Individual,,"Production Person (pri & sec) : Painter, Production Person (pri & sec) : Artist, Production Person (primary) : Painter, Production Person (primary) : Artist, Subject Person : Sitter",Male
7569,Lindsay R S,Gordon,Lindsay,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Female
6392,Sigrid,Gordon,Sigrid,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
6265,J,Gorman,J,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
8441,Siri,Gossman,Siri,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
140,Henryk,Gotlib,,,,Individual,,"Production Person (pri & sec), Production Person (primary)",
6469,Elizabeth,Gourlay,Elizabeth,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
6458,A. Geraldine,Gowan,,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
276,William,Gowan,,,,Individual,,"Production Person (pri & sec) : Sculptor, Production Person (primary) : Sculptor",
7652,Vincenzo,Gozzini,,,,Individual,Person,"Production Person (pri & sec) : Artist, Production Person (secondary) : Artist",
8282,,Graciela Ainsworth,,,,,Corporate,Treatment Person,
1532,Robert,Graham,Robert,MD,,Individual,Person,Subject Person : Sitter,Male
388,Thomas Alexander Ferguson,Graham,Thomas,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Male
8041,Richard Dugard,Grainger,,,,Individual,Person,Subject Person : Sitter,Male
756,Francis,Grant,,Sir,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Male
6575,Kenny,Grant,Kenny,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
936,Ludivic James,Grant,Ludovic,B.A. LL.D.,,Individual,Person,Subject Person : Sitter,Male
238,Peter,Grant,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
8140,Roger,Grant,,,,Individual,Person,Subject Person : Sitter,
735,Sue,Grant,,,,Individual,,Current Owner,
578,Thomas,Grant,Thomas,,,Individual,,"Production Person (pri & sec) : attributed to, Production Person (primary) : attributed to",Male
8083,Jacques,Granthomme,,,the younger,Individual,Person,"Production Person (pri & sec) : Engraver, Production Person (primary) : Engraver",
7501,,Graphic Studio,,,,,Corporate,"Production Person (pri & sec) : Manufacturer, Production Person (primary) : Manufacturer",
1578,Andrew,Grassie,,,,,Person,"Production Person (pri & sec), Production Person (primary)",Male
6630,Marissa,Grassie,Marissa,,,,Person,"Production Person (pri & sec), Production Person (primary)",Female
700,Morris,Grassie,,,,Individual,,"Production Person (pri & sec), Production Person (pri & sec) : Artist, Production Person (primary), Production Person (primary) : Artist",
701,0,Gray,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
6633,Euan,Gray,Euan,,,,Person,"Production Person (pri & sec), Production Person (pri & sec) : Artist, Production Person (primary), Production Person (primary) : Artist",
535,Gary,Gray,,,,Individual,,"Production Person (pri & sec), Production Person (primary)",
6894,Leonard I. H.,Gray,Leonard,,,Individual,Person,"Production Person (pri & sec), Production Person (pri & sec) : Artist, Production Person (primary), Production Person (primary) : Artist",
7216,Rosemary,Gray,Rosemary,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
7717,Valentine,Greatrakes,,,,Individual,Person,Subject Person : Sitter,Male
368,Derrick,Greaves,,,,Individual,,"Production Person (pri & sec), Production Person (primary)",
231,Kenneth,Green,,,,Individual,,"Production Person (pri & sec), Production Person (primary)",
7871,Valentine,Green,,,,Individual,Person,"Production Person (pri & sec) : Engraver, Production Person (primary) : Engraver",
8513,Zillah,Green,Zillah,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
7572,Kathleen R,Greer,Kathleen,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Female
7838,John,Gregory,,,,Individual,Person,Subject Person : Sitter,Male
7215,Olivia,Grehang,Olivia,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
8458,Greta,Grendaite,Greta,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
7032,Kip,Gresham,Kip,,,,Person,"Production Person (pri & sec) : Printer, Production Person (primary) : Printer",Male
7504,,Gresham Studios,,,,,Corporate,"Production Person (pri & sec) : Manufacturer, Production Person (primary) : Manufacturer",
