System ID,Firstnames,Lastname,Known As,Title,Post Nominals,Person Corporate Type,Record Type,Role,Gender
1878,,Hudson,,,,Business,Corporate,"Production Person (pri & sec), Production Person (pri & sec) : Possible maker, Production Person (primary), Production Person (primary) : Possible maker",
7475,John,Hudson,John,,,,Person,"Production Person (pri & sec) : Possible maker, Production Person (primary) : Possible maker",
7453,Joseph,Hudson,Joseph,,,,Person,"Production Person (pri & sec) : Possible maker, Production Person (primary) : Possible maker",
1166,Thomas,Hudson,,,,Individual,,"Production Person (pri & sec) : Painter, Production Person (pri & sec) : Artist, Production Person (primary) : Painter, Production Person (primary) : Artist",Male
2205,,Hug & Co,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
2122,Thomas,Hulinzky,Thomas,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
2327,,Hüller,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
2138,Anton,Hüller,Anton,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
2311,G.H.,Hüller,G.H.,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
2301,J.H.,Hüller,,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
4544,George,Humble,,,,Individual,,"Production Person (pri & sec) : Printer, Production Person (pri & sec) : Associated Person, Production Person (pri & sec) : Map seller, Production Person (pri & sec) : Publisher, Production Person (primary) : Printer, Production Person (primary) : Associated Person, Production Person (primary) : Map seller, Production Person (primary) : Publisher",
4524,Alexander,Hume,,Earl,of Marchmont,Individual,,"Production Person (pri & sec) : Landowner, Production Person (primary) : Landowner",
933,David,Hume,,,,Individual,Person,"Production Person (pri & sec) : Associated Person, Production Person (primary) : Associated Person, Subject Person, Subject Person : Sitter",Male
4094,David,Hume,David,,,Individual,Person,Subject Person,
4514,Patrick,Hume,,Sir,of Polwarth,Individual,,"Production Person (pri & sec) : Dedicatee, Production Person (primary) : Dedicatee",
1168,William,Humphrys,,,,Individual,,"Production Person (pri & sec) : Engraver, Production Person (secondary) : Engraver",
3062,Edgar,Hunt,Edgar,Mr,,,Person,Acquisition Source : donor,Male
4095,Leigh,Hunt,Leigh,,,Individual,Person,Subject Person,
4195,William,Hunt,Bill,,,Individual,Person,Acquisition Source : vendor,
2093,A.O.,Hunter,A.O.,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
1169,Margaret Fair Anderson,Husband,,,,Individual,,"Production Person (pri & sec) : Writer, Production Person (primary) : Writer",
2026,,Huschauer,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
2658,,Husson & Buthod,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
7494,James,Hutcheon,James,,,,Person,"Production Person (pri & sec) : Possible maker, Production Person (primary) : Possible maker",
2115,Carleen,Hutchins,Carleen,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
2116,Carleen M,Hutchins,Carleen,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
1984,,Hüttl,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
4417,,Hutton,,Dr.,,Individual,,"Production Person (pri & sec) : Dedicatee, Production Person (primary) : Dedicatee",
4041,Edward,Hyde,Edward,Earl,of Clarendon,Individual,Person,Subject Person,
4418,Richard,Hynmers,,,,Individual,,"Production Person (pri & sec) : Translator, Production Person (primary) : Translator",
4909,Richard,Hynmers,The sea-mirrour,,,Individual,,"Production Person (pri & sec) : Translator, Production Person (primary) : Translator",
1957,G,Iäcklin,,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
7331,,Ian G. Lindsay and Partners Archtects,,,,,Corporate,"Production Person (pri & sec), Production Person (primary)",
1769,Salvador,Ibanez,,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
1170,Thomas Henry,Illidge,Thomas Henry,,,Individual,,"Production Person (pri & sec) : Painter, Production Person (primary) : Painter",
4891,,Ines,,Mr.,of Edingight,Individual,,"Production Person (pri & sec) : Landowner, Production Person (primary) : Landowner",
836,,Information Technology,,,,Academic,Corporate,Controlling Institution,
1171,Alexander,Inglis,,,,Individual,,"Production Person (pri & sec) : Photographer, Production Person (primary) : Photographer",
4839,James,Inglis,,,,Individual,,"Production Person (pri & sec) : Associated Person, Production Person (pri & sec) : Landowner, Production Person (primary) : Associated Person, Production Person (primary) : Landowner",
2647,,inscribed J. Blight,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
2646,,inscribed J.H. Ebblewhite,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
2548,,Inscribed J.S. & S.,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
2543,,Inscribed `J.|Francis and Co.',,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
4719,Charles,Inselin,,,,Individual,,"Production Person (pri & sec) : Mapmaker, Production Person (primary) : Mapmaker",
1172,James,Inskipp,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
6440,,"Instrument, Duncan MacDougall; silversmith, Robert & Henry Bruce Kirkwood.",,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
4701,Christopher,Irvine,,,,Individual,,"Production Person (pri & sec) : Associated Person, Production Person (primary) : Associated Person",
4096,Washington,Irving,Washington,,,Individual,Person,Subject Person,
1173,Jean-Baptiste,Isabey,Jean-Baptiste,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
5247,James,Ivory,James,,,Individual,Person,"Production Person (pri & sec) : Maker, Production Person (primary) : Maker",
2510,,J. & R. Glen,,,,Business,Corporate,"Production Person (pri & sec), Production Person (pri & sec) : Possible maker, Production Person (pri & sec) : Maker, Production Person (primary), Production Person (primary) : Possible maker, Production Person (primary) : Maker",
2494,,J. & W. Hutcheon,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
8949,,J. E. Dallas & Sons,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
7597,,J. Higham Ltd.,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
2598,,J. Köhler and Son,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
1656,,J. Montagu,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary), Acquisition Source : donor",
2902,,J. Paterson (Edinburgh) and other makers.,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
1973,,J. Wallis & Son Ltd,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
2519,,J.B. Cramer and Co.,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
2911,,J.B. Mayers and Sons,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
2695,,J.C. Penzel's Nachfolger,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
2405,,J.H.,,,,Business,Corporate,"Production Person (pri & sec), Production Person (pri & sec) : Artist, Production Person (primary), Production Person (primary) : Artist",
2877,,J.J.K.|Rhodes and W.R.|Thomas,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
1970,,J.R. Lafleur & Son,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
2738,,J.R. Lafleur and Son,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
1861,,J.T.L. (J.|Thibouville-Lamy),,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
2837,,J.T.L. / Stowasser,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
2803,,J.|Gerrand (Ê Gebrand),,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
3063,Anne,Jackson,Anne,Ms,,Individual,Person,Acquisition Source : donor,Female
1174,J.,Jackson,,,,Individual,,"Production Person (pri & sec) : Copyist, Production Person (pri & sec) : Engraver, Production Person (secondary) : Copyist, Production Person (secondary) : Engraver",
1176,John,Jackson,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
4773,Leonard,Jackson,,,,Individual,,"Production Person (pri & sec) : Draughtsman, Production Person (primary) : Draughtsman",
1175,Mason,Jackson,,,,Individual,,"Production Person (pri & sec) : Engraver, Production Person (secondary) : Engraver",
7469,Jean-Pierre,Jacob,,,,,Person,"Production Person (pri & sec) : Possible maker, Production Person (primary) : Possible maker",
7357,H.,Jacobs,H.,,,,Person,"Production Person (pri & sec), Production Person (primary)",
7359,Hendrik,Jacobs,Hendrik,,,,Person,"Production Person (pri & sec), Production Person (primary)",
4926,Theunis,Jacobsz,,,,Individual,,"Production Person (pri & sec) : Mapmaker, Production Person (primary) : Mapmaker",
4973,Theunis (Anthonie),Jacobsz,Theunis,,,Individual,Person,"Production Person (pri & sec) : Mapmaker, Production Person (pri & sec) : Author, Production Person (primary) : Mapmaker, Production Person (primary) : Author",
2320,,Jacques Albert fils,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
4772,Alexander,Jaffray,,,,Individual,,"Production Person (pri & sec) : Mapmaker, Production Person (primary) : Mapmaker",
4327,John,Jaffray,,,,Individual,,"Production Person (pri & sec) : Mapmaker, Production Person (pri & sec) : Surveyor, Production Person (primary) : Mapmaker, Production Person (primary) : Surveyor",
4648,Alexis Hubert,Jaillot,,,,Individual,,"Production Person (pri & sec) : Author, Production Person (pri & sec) : Publisher, Production Person (primary) : Author, Production Person (primary) : Publisher",
4919,Alexis Hubert,Jaillot,,,,Individual,,"Production Person (pri & sec) : Mapmaker, Production Person (pri & sec) : Author, Production Person (pri & sec) : Publisher, Production Person (primary) : Mapmaker, Production Person (primary) : Author, Production Person (primary) : Publisher",
1655,,James and C Blades,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
2589,,James Blades (or C. Blades ?),,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
2103,,James Hardie and Sons,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
4220,David,Jamieson,David,,Esq,Individual,Person,Acquisition Source : donor,
1178,Cornelius,Janssen van Ceulen,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
4260,Jan,Jansson,,,,Individual,,"Production Person (pri & sec), Production Person (pri & sec) : Mapmaker, Production Person (pri & sec) : Engraver, Production Person (pri & sec) : Publisher, Production Person (primary), Production Person (primary) : Mapmaker, Production Person (primary) : Engraver, Production Person (primary) : Publisher",
4261,Joannis,Janssonius,,,,Individual,,"Production Person (pri & sec) : Mapmaker, Production Person (pri & sec) : Publisher, Production Person (primary) : Mapmaker, Production Person (primary) : Publisher",
4422,Johannes,Janssonius van Waesbergen,,,,Individual,,"Production Person (pri & sec) : Publisher, Production Person (primary) : Publisher",
4265,Pieter,Jansz,,,,Individual,,"Production Person (pri & sec) : Painter, Production Person (pri & sec) : Designer, Production Person (primary) : Painter, Production Person (primary) : Designer",
3030,A.,Jardé,,,,,Person,"Production Person (pri & sec) : Maker, Production Person (primary) : Maker",
2669,,Jarkowski,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
2632,,Jas. Fridge,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
2172,,Jas. Wood & Son,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
7463,Harry,Jay,Harry,,,,Person,"Production Person (pri & sec) : Possible maker, Production Person (primary) : Possible maker",
2657,,Jean,,,,Business,Corporate,"Production Person (pri & sec), Production Person (pri & sec) : Possible maker, Production Person (primary), Production Person (primary) : Possible maker",
2859,,Jean Goermans / Pascal Taskin,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
2165,,Jeantet,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
1179,Thomas,Jeavons,,,,Individual,,"Production Person (pri & sec) : Engraver, Production Person (secondary) : Engraver",
2000,,Jedson,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
1180,Charles Henry,Jeens,Charles Henry,,,Individual,,"Production Person (pri & sec) : Engraver, Production Person (secondary) : Engraver",
4334,Thomas,Jefferys,,,,Individual,,"Production Person (pri & sec) : Engraver, Production Person (primary) : Engraver",
4097,Francis,Jeffrey,Francis,Lord,,Individual,Person,Subject Person,Male
5834,Joan,Jeffrey,Joan,,,Individual,Person,Acquisition Source : lender,
2129,,Jehring,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
2377,E,Jehring,E,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
7071,,Jehu & Campbell,,,,Association,Corporate,"Production Person (pri & sec), Production Person (primary)",
4742,Andrews,Jelfe,,,,Individual,,"Production Person (pri & sec) : Associated Person, Production Person (pri & sec) : Surveyor, Production Person (pri & sec) : Draughtsman, Production Person (primary) : Associated Person, Production Person (primary) : Surveyor, Production Person (primary) : Draughtsman",
1181,Joseph John,Jenkins,Joseph John,,,Individual,,"Production Person (pri & sec) : Engraver, Production Person (secondary) : Engraver",
4695,Thomas,Jenner,,,,Individual,,"Production Person (pri & sec) : Publisher, Production Person (primary) : Publisher",
4098,William,Jerdan,William,,,Individual,Person,Subject Person,
4764,Archibald,Jerdon,,,,Individual,,"Production Person (pri & sec) : Mapmaker, Production Person (primary) : Mapmaker",
1182,Charles,Jervas,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
1183,Thomas Orlando Sheldon,Jewitt,Thomas Orlando Sheldon,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
1781,Sophia,Jex-Blake,,,,Individual,Person,"Production Person (pri & sec) : Recipient, Production Person (pri & sec) : Sitter, Production Person (primary) : Recipient, Production Person (primary) : Sitter",
2928,,Jiaoyinguan,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
1184,Jean-Baptiste-Ambroise-Marcellin,Jobard,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
2655,,Joh. Michl & Sohn,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
2003,,Johann Wilhelm Haas,,,,,Corporate,"Production Person (pri & sec), Production Person (primary)",
1185,Alfred,Johannot,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
1186,Tony,Johannot,,,,Individual,,"Production Person (pri & sec) : Painter, Production Person (pri & sec) : Artist, Production Person (primary) : Painter, Production Person (primary) : Artist",
4791,,John,,Earl,of Stair,Individual,,"Production Person (pri & sec) : Dedicatee, Production Person (primary) : Dedicatee",
2493,,John and Robert Glen,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
2004,,John Baptist Cramer,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
1710,,John Broadwood and Sons,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
7448,,John Dodd workshop,,,,,Corporate,"Production Person (pri & sec) : Possible maker, Production Person (primary) : Possible maker",
2830,,John E. Dallas & Son,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
1668,,John Grey,,,,Business,Corporate,"Production Person (pri & sec), Production Person (pri & sec) : Possible maker, Production Person (primary), Production Person (primary) : Possible maker",
1885,,John Grey & Sons,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
2734,,John Grey and Sons,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
1936,,John Mitchell Rose,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
1412,,John Valentine and Son,,,,,Corporate,"Production Person (pri & sec) : Manufacturer, Production Person (primary) : Manufacturer",
7066,,Johnson 1836,,,,,Corporate,"Production Person (pri & sec) : Maker, Production Person (primary) : Maker",
3065,David,Johnson,David,Mr,,Individual,Person,Acquisition Source : donor,Male
4351,John,Johnson,,,,Individual,,"Production Person (pri & sec) : Author, Production Person (primary) : Author",
4423,John,Johnson,Johannes Janssonius,,,Individual,,"Production Person (pri & sec) : Publisher, Production Person (primary) : Publisher",
4749,Robert,Johnson,,,,Individual,,"Production Person (pri & sec), Production Person (pri & sec) : Surveyor, Production Person (pri & sec) : Draughtsman, Production Person (primary), Production Person (primary) : Surveyor, Production Person (primary) : Draughtsman",
4099,Samuel,Johnson,Samuel,,,,Person,Subject Person,
4424,William,Johnson,W. J. Blaeu,,,Individual,,"Production Person (pri & sec) : Mapmaker, Production Person (pri & sec) : Author, Production Person (primary) : Mapmaker, Production Person (primary) : Author",
4425,Andrew,Johnston,,,,Individual,,"Production Person (pri & sec) : Mapmaker, Production Person (pri & sec) : Drawer, Production Person (primary) : Mapmaker, Production Person (primary) : Drawer",
4738,Andrew,Johnston,,,,Individual,,"Production Person (pri & sec) : Engraver, Production Person (primary) : Engraver",
4739,Andrew,Johnston,,,,Individual,,"Production Person (pri & sec) : Engraver, Production Person (primary) : Engraver",
1188,James,Johnstone,,,,Individual,,"Production Person (pri & sec) : Engraver, Production Person (secondary) : Engraver",
1189,John,Johnstone,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (pri & sec) : Engraver, Production Person (primary) : Artist, Production Person (secondary) : Engraver",
4683,Rowland,Johnstone,,,,Individual,,"Production Person (pri & sec) : Surveyor, Production Person (primary) : Surveyor",
4730,Jasper,Johnstoun,,,,Individual,,"Production Person (pri & sec) : Associated Person, Production Person (primary) : Associated Person",
4221,V G,Jolly,V,Dr,,,Person,Acquisition Source : donor,
1601,Inigo,Jones,,,,,Person,"Production Person (pri & sec) : Architect, Production Person (secondary) : Architect",
4799,Jasper Leigh,Jones,,,,Individual,,"Production Person (pri & sec) : Surveyor, Production Person (primary) : Surveyor",
1190,Owen,Jones,,,,Individual,,"Production Person (pri & sec) : Engraver, Production Person (secondary) : Engraver",
4426,Richard,Jones,,,,Individual,,"Production Person (pri & sec) : Publisher, Production Person (primary) : Publisher",
5847,Trevor,Jones,Trevor,,,Individual,Person,Acquisition Source : lender,
4100,Ben,Jonson,Ben,,,Individual,Person,Subject Person,
2176,,Jordan,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
2638,,Joseph and Richard Wood,,,,Business,Corporate,"Production Person (pri & sec), Production Person (pri & sec) : Possible maker, Production Person (primary), Production Person (primary) : Possible maker",
7391,,Joseph Lucas Ltd.,,,,,Corporate,"Production Person (pri & sec), Production Person (primary)",
2639,,Josh. Greenhill,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
1969,H,Journet,H,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
1191,Francis,Jukes,,,,Individual,,"Production Person (pri & sec) : Engraver, Production Person (secondary) : Engraver",
2266,,Jullien & Co,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
1875,Djalma,Julliot,,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
1643,,K.Zildjian,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
3066,Henrik,Kacser,Henrik,Dr,,Individual,Person,Acquisition Source : donor,
1682,Aloni,Kagya,,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
3007,,Kaiser,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
1979,,Kalison,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
2106,Åsmund V,Källår,,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
2109,Joann Andreas,Kämbl,,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
4311,Michael,Kauffer,,,,Individual,,"Production Person (pri & sec) : Engraver, Production Person (primary) : Engraver",
1939,A,Kauffmann,A,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
2154,,Kayser,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
2189,Heinrich Friedrich,Kayser,Heinrich,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
1838,Henry,Keat,Henry,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
1192,,Keck,,,,Individual,,"Production Person (pri & sec) : Engraver, Production Person (secondary) : Engraver",
2737,,Keefer,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
2868,Stephen,Keene,Stephen,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
4643,Pieter van den,Keere,,,,Individual,,"Production Person (pri & sec) : Mapmaker, Production Person (pri & sec) : Engraver, Production Person (primary) : Mapmaker, Production Person (primary) : Engraver",
4529,George,Keith,,10th Earl,Marischal,Individual,,"Production Person (pri & sec) : Associated Person, Production Person (primary) : Associated Person",
4527,Robert,Keith,,Bishop,of Fife,Individual,,"Production Person (pri & sec) : Associated Person, Production Person (pri & sec) : Recipient, Production Person (pri & sec) : Author, Production Person (primary) : Associated Person, Production Person (primary) : Recipient, Production Person (primary) : Author",
3067,Diana,Kell,Diana,Mrs,,Individual,Person,Acquisition Source : donor,Female
4231,P. Donald M.,Kelly,P.,,,,Person,Acquisition Source : donor,
1193,George Meikle,Kemp,George Meikle,,,Individual,,"Production Person (pri & sec) : Architect, Production Person (primary) : Architect, Production Person (secondary) : Architect",
5288,James P.,Kendall,James,,,Individual,Person,Current Owner,
2474,Timothy,Kenna,Timothy,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
3068,Charles,Kennedy,Charles,Mr,,,Person,Acquisition Source : donor,Male
2143,M,Kenner,M,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
4525,John,Ker,,Earl & Duke,of Roxburghe,Individual,,"Production Person (pri & sec) : Dedicatee, Production Person (pri & sec) : Landowner, Production Person (primary) : Dedicatee, Production Person (primary) : Landowner",
1194,James Harfield,Kernot,James  Harfield,,,Individual,,"Production Person (pri & sec) : Engraver, Production Person (secondary) : Engraver",
4687,Mark,Kerr,,,,Individual,,"Production Person (pri & sec) : Associated Person, Production Person (primary) : Associated Person",
2456,Nicholas,Kerr,Nicholas,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
4549,William,Kerr,,Earl,of Lothian,Individual,,"Production Person (pri & sec) : Dedicatee, Production Person (primary) : Dedicatee",
1195,Johann,Kerseboom,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
2813,Johannes Gottfried,Kersten,Johannes,,,Individual,Person,"Production Person (pri & sec), Production Person (pri & sec) : Possible maker, Production Person (primary), Production Person (primary) : Possible maker",
1989,H.R.,Kessler,H.R.,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
4316,Gerard van,Keulen,,,,Individual,,"Production Person (pri & sec) : Mapmaker, Production Person (pri & sec) : Publisher, Production Person (primary) : Mapmaker, Production Person (primary) : Publisher",
4293,Johannes van,Keulen,,,,Individual,,"Production Person (pri & sec) : Mapmaker, Production Person (pri & sec) : Publisher, Production Person (primary) : Mapmaker, Production Person (primary) : Publisher",
4616,Johannes van,Keulen,,,,Individual,,"Production Person (pri & sec), Production Person (primary)",
4650,Johannes van,Keulen,,,,Individual,,"Production Person (pri & sec) : Mapmaker, Production Person (primary) : Mapmaker",
4768,Johannes van,Keulen,,,,Individual,,"Production Person (pri & sec) : Publisher, Production Person (primary) : Publisher",
4769,Johannes van,Keulen,,,,Individual,,"Production Person (pri & sec) : Mapmaker, Production Person (primary) : Mapmaker",
4920,Johannes van,Keulen,,,,Individual,,"Production Person (pri & sec) : Mapmaker, Production Person (primary) : Mapmaker",
1922,,Key,,,,Business,Corporate,"Production Person (pri & sec), Production Person (pri & sec) : Maker, Production Person (primary), Production Person (primary) : Maker",
2246,,Key & Co,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
5423,Lancelot,Key,Lancelot,,,Individual,Person,Acquisition Source : donor,
2011,T,Key,T,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
2500,Thomas,Key,Thomas,,,Individual,Person,"Production Person (pri & sec), Production Person (pri & sec) : Possible maker, Production Person (primary), Production Person (primary) : Possible maker",
1898,,"Key, Rudall & Co",,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
2192,,"Key, Rudall, Rose, Carte & Co",,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
1196,Joseph Bartholomew,Kidd,Joseph Bartholomew,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
1197,William,Kidd,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
4427,Eberhard,Kieser,,,,Individual,,"Production Person (pri & sec) : Publisher, Production Person (primary) : Publisher",
2688,,King,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
7382,Gale,King,Gale,,,,Person,"Production Person (pri & sec) : Maker, Production Person (primary) : Maker",
3069,John,King,John,Mr,,Individual,Person,Acquisition Source : donor,Male
4882,John,King,,,,Individual,,"Production Person (pri & sec) : Map seller, Production Person (primary) : Map seller",
3070,Thea,King,Thea,Dame,,Individual,Person,Acquisition Source : donor,Female
1198,Thomas,King,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Male
4428,Felix,Kingston,,,,Individual,,"Production Person (pri & sec) : Printer, Production Person (primary) : Printer",
4881,John,Kininmonth,,,,Individual,,"Production Person (pri & sec) : Mapmaker, Production Person (primary) : Mapmaker",
7238,Alison,Kinnaird,,,,,Person,"Production Person (pri & sec) : Maker, Production Person (primary) : Maker",
2852,Jacob,Kirckman,,,,,Person,"Production Person (pri & sec), Production Person (primary)",
7330,Jacobus,Kirckman,,,,,Person,"Production Person (pri & sec), Production Person (primary)",
4541,William,Kirkcaldy,,Sir,,Individual,,"Production Person (pri & sec) : Associated Person, Production Person (primary) : Associated Person",
657,Alexander,Kirkwood and Son,,,,Individual,,"Production Person (pri & sec), Production Person (pri & sec) : Maker, Production Person (primary), Production Person (primary) : Maker",
4429,,Kirkwood [Lithographers],,,,Business,Corporate,"Production Person (pri & sec) : Engraver, Production Person (primary) : Engraver",
5395,Werner,Kissling,Werner,,,Individual,Person,"Production Person (pri & sec) : Photographer, Production Person (primary) : Photographer",
4343,Thomas,Kitchin,,,,Individual,,"Production Person (pri & sec) : Engraver, Production Person (primary) : Engraver",
2160,,Klemm,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
8955,Josef,Klier,Josef,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
1986,Franz,Klimesch,Franz,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
4620,Robert,Knaplock,,,,Individual,,"Production Person (pri & sec) : Publisher, Production Person (primary) : Publisher",
4591,James,Knapton,,,[et al],Individual,,"Production Person (pri & sec) : Publisher, Production Person (primary) : Publisher",
1199,Godfrey,Kneller,,,,Individual,Person,"Production Person (pri & sec) : school, Production Person (pri & sec) : Painter, Production Person (pri & sec) : Artist, Production Person (primary) : school, Production Person (primary) : Painter, Production Person (primary) : Artist, Production Person (secondary) : Painter",
1200,John Prescott,Knight,John Prescott,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
4430,William,Knight,,,,Individual,,"Production Person (pri & sec) : Printer, Production Person (primary) : Printer",
2023,August,Knopf,August,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
5226,,Knott,,Mr,,Individual,Person,Acquisition Source : donor,Male
1506,John,Knox,,,,Individual,Person,"Subject Person, Subject Person : Sitter",Male
5414,John,Knox,John,,,Individual,Person,"Production Person (pri & sec) : Sitter, Production Person (primary) : Sitter",
1956,S,Koch,S,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
2508,Stephan,Koch,Stephan,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
2935,Rudolf,Koenig,,,,,Person,"Production Person (pri & sec), Production Person (primary)",
2931,,Kohl,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
1822,,Kohler,,,,Business,Corporate,"Production Person (pri & sec), Production Person (pri & sec) : Maker, Production Person (primary), Production Person (primary) : Maker",
1829,,Köhler,,,,Business,Corporate,"Production Person (pri & sec), Production Person (pri & sec) : Possible maker, Production Person (primary), Production Person (primary) : Possible maker",
1855,,Köhler & Son,,,,Business,Corporate,"Production Person (pri & sec), Production Person (pri & sec) : Possible maker, Production Person (pri & sec) : Maker, Production Person (primary), Production Person (primary) : Possible maker, Production Person (primary) : Maker",
